Facility_Code,Health_Service,Facility_Name,Last_Month_In_QTR,Month,Quarter,Year,Triage_Category,Number_of_Attendances,Variation_Attendances_Percent,Patients_Seen_Within_Recommended_Times_Percent,Median_Waiting_Time_Minutes,Patients_Did_Not_Wait_For_Treatment_Percent,Patients_Admitted_From_ED_Percent,Admissions_To_Hospital_Within_4_Hours_Percent,ED_Stay_Within_4_Hours_Percent,Number_Left_After_Treatment_Commenced,Percent_Left_After_Treatment_Commenced,Number_Did_Not_Wait_For_Treatment
145,Central Queensland,Woorabinda,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
145,Central Queensland,Woorabinda,1/03/2019,3,1,2019,2,5,-16.66666667,100,0,20,0,0,100,0,0,1
145,Central Queensland,Woorabinda,1/03/2019,3,1,2019,3,72,-33.94495413,97,0,4,7,100,90,0,0,3
145,Central Queensland,Woorabinda,1/03/2019,3,1,2019,4,25,-16.66666667,100,0,0,12,100,92,0,0,0
145,Central Queensland,Woorabinda,1/03/2019,3,1,2019,5,26,-31.57894737,88,0,0,4,100,92,0,0,0
145,Central Queensland,Woorabinda,1/03/2019,3,1,2019,ALL,128,-30.05464481,96,0,3,7,100,91,0,0,4
152,Central West,Barcaldine,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
152,Central West,Barcaldine,1/03/2019,3,1,2019,2,12,-25,100,0,0,83,100,92,0,0,0
152,Central West,Barcaldine,1/03/2019,3,1,2019,3,40,29.03225806,95,0,2,55,90.91,92,0,0,1
152,Central West,Barcaldine,1/03/2019,3,1,2019,4,80,60,96,1,0,15,100,98,0,0,0
152,Central West,Barcaldine,1/03/2019,3,1,2019,5,65,14.03508772,75,0,0,0,0,97,2,3,0
152,Central West,Barcaldine,1/03/2019,3,1,2019,ALL,197,27.09677419,89,0,1,22,95.45,96,2,1,1
153,Central West,Blackall,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
153,Central West,Blackall,1/03/2019,3,1,2019,2,7,16.66666667,100,0,14,43,100,86,0,0,1
153,Central West,Blackall,1/03/2019,3,1,2019,3,20,-33.33333333,100,2,0,35,85.71,90,0,0,0
153,Central West,Blackall,1/03/2019,3,1,2019,4,23,-30.3030303,96,0,0,35,100,96,0,0,0
153,Central West,Blackall,1/03/2019,3,1,2019,5,40,-42.85714286,100,0,0,10,100,100,0,0,0
153,Central West,Blackall,1/03/2019,3,1,2019,ALL,90,-35.25179856,99,0,1,24,95.45,96,0,0,1
156,Central West,Longreach,1/03/2019,3,1,2019,1,1,0,100,0,0,100,100,100,0,0,0
156,Central West,Longreach,1/03/2019,3,1,2019,2,17,0,94,0,0,53,100,88,0,0,0
156,Central West,Longreach,1/03/2019,3,1,2019,3,49,8.888888889,98,3,2,31,93.33,98,0,0,1
156,Central West,Longreach,1/03/2019,3,1,2019,4,137,31.73076923,95,6,1,11,100,96,1,1,1
156,Central West,Longreach,1/03/2019,3,1,2019,5,92,-43.20987654,78,5,0,2,100,99,0,0,0
156,Central West,Longreach,1/03/2019,3,1,2019,ALL,296,-9.756097561,90,5,1,14,97.62,97,1,0,2
159,Central West,Winton,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
159,Central West,Winton,1/03/2019,3,1,2019,2,5,-64.28571429,100,0,0,60,100,100,0,0,0
159,Central West,Winton,1/03/2019,3,1,2019,3,27,58.82352941,100,0,0,52,92.86,96,0,0,0
159,Central West,Winton,1/03/2019,3,1,2019,4,45,73.07692308,98,0,0,4,100,96,1,2,0
159,Central West,Winton,1/03/2019,3,1,2019,5,21,-38.23529412,86,1,5,10,100,95,0,0,1
159,Central West,Winton,1/03/2019,3,1,2019,ALL,98,7.692307692,96,0,1,21,95.24,96,1,1,1
171,Mackay,Clermont,1/03/2019,3,1,2019,1,1,0,100,0,0,0,0,0,0,0,0
171,Mackay,Clermont,1/03/2019,3,1,2019,2,6,20,100,0,0,33,50,83,0,0,0
171,Mackay,Clermont,1/03/2019,3,1,2019,3,38,5.555555556,92,0,0,26,90,92,0,0,0
171,Mackay,Clermont,1/03/2019,3,1,2019,4,72,33.33333333,99,0,0,6,100,92,0,0,0
171,Mackay,Clermont,1/03/2019,3,1,2019,5,55,-5.172413793,98,0,0,0,0,95,0,0,0
171,Mackay,Clermont,1/03/2019,3,1,2019,ALL,172,12.41830065,97,0,0,9,87.5,92,0,0,0
172,Mackay,Mackay,1/03/2019,3,1,2019,1,34,-40.35087719,94,0,3,85,55.17,56,0,0,1
172,Mackay,Mackay,1/03/2019,3,1,2019,2,718,2.571428571,91,6,2,60,38.66,50,1,0,12
172,Mackay,Mackay,1/03/2019,3,1,2019,3,2239,0.719748088,62,23,2,33,26.84,60,49,2,52
172,Mackay,Mackay,1/03/2019,3,1,2019,4,1370,25.45787546,69,29,3,9,41.27,85,64,5,38
172,Mackay,Mackay,1/03/2019,3,1,2019,5,203,174.3243243,88,26,1,0,100,98,7,3,3
172,Mackay,Mackay,1/03/2019,3,1,2019,ALL,4564,10.08200675,70,19,2,29,32.75,68,121,3,106
173,Mackay,Moranbah,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
173,Mackay,Moranbah,1/03/2019,3,1,2019,2,16,220,100,0,0,31,100,100,0,0,0
173,Mackay,Moranbah,1/03/2019,3,1,2019,3,60,15.38461538,98,0,5,32,94.74,97,0,0,3
173,Mackay,Moranbah,1/03/2019,3,1,2019,4,188,3.296703297,98,0,0,7,100,98,1,1,0
173,Mackay,Moranbah,1/03/2019,3,1,2019,5,243,56.77419355,76,0,0,3,100,98,1,0,0
173,Mackay,Moranbah,1/03/2019,3,1,2019,ALL,507,28.68020305,88,0,1,9,97.73,98,2,0,3
174,Mackay,Proserpine,1/03/2019,3,1,2019,1,9,0,100,0,0,33,66.67,44,0,0,0
174,Mackay,Proserpine,1/03/2019,3,1,2019,2,126,27.27272727,96,1,0,48,46.67,60,0,0,0
174,Mackay,Proserpine,1/03/2019,3,1,2019,3,367,1.662049861,95,5,0,25,55.56,80,0,0,1
174,Mackay,Proserpine,1/03/2019,3,1,2019,4,475,-25.54858934,95,5,1,5,45.83,94,8,2,3
174,Mackay,Proserpine,1/03/2019,3,1,2019,5,171,25.73529412,81,5,0,2,25,95,9,5,0
174,Mackay,Proserpine,1/03/2019,3,1,2019,ALL,1148,-7.642799678,93,4,0,16,50.83,86,17,1,4
175,Mackay,Sarina,1/03/2019,3,1,2019,1,1,0,100,1,0,0,0,0,0,0,0
175,Mackay,Sarina,1/03/2019,3,1,2019,2,19,26.66666667,95,0,5,42,100,100,1,5,1
175,Mackay,Sarina,1/03/2019,3,1,2019,3,93,6.896551724,91,0,0,14,100,99,0,0,0
175,Mackay,Sarina,1/03/2019,3,1,2019,4,168,2.43902439,99,6,0,3,100,98,1,1,0
175,Mackay,Sarina,1/03/2019,3,1,2019,5,88,-5.376344086,100,5,0,1,100,97,0,0,0
175,Mackay,Sarina,1/03/2019,3,1,2019,ALL,369,2.78551532,97,5,0,7,100,98,2,1,1
176,Mackay,Dysart,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
176,Mackay,Dysart,1/03/2019,3,1,2019,2,10,-37.5,100,0,0,60,100,100,0,0,0
176,Mackay,Dysart,1/03/2019,3,1,2019,3,24,-31.42857143,100,0,0,42,100,100,0,0,0
176,Mackay,Dysart,1/03/2019,3,1,2019,4,47,-41.97530864,100,0,0,13,100,91,0,0,0
176,Mackay,Dysart,1/03/2019,3,1,2019,5,88,41.93548387,100,0,0,1,100,95,0,0,0
176,Mackay,Dysart,1/03/2019,3,1,2019,ALL,169,-13.33333333,100,0,0,14,100,95,0,0,0
191,Townsville,Ayr,1/03/2019,3,1,2019,1,7,16.66666667,100,0,0,29,100,86,0,0,0
191,Townsville,Ayr,1/03/2019,3,1,2019,2,36,-10,100,0,0,47,70.59,83,0,0,0
191,Townsville,Ayr,1/03/2019,3,1,2019,3,256,15.31531532,97,0,0,28,87.5,92,1,0,1
191,Townsville,Ayr,1/03/2019,3,1,2019,4,510,-18.00643087,93,0,0,10,86.27,98,4,1,1
191,Townsville,Ayr,1/03/2019,3,1,2019,5,168,-29.11392405,87,0,0,3,100,100,6,4,0
191,Townsville,Ayr,1/03/2019,3,1,2019,ALL,977,-13.30967169,94,0,0,15,85.71,96,11,1,2
192,Mackay,Bowen,1/03/2019,3,1,2019,1,3,-25,67,0,0,33,0,67,0,0,0
192,Mackay,Bowen,1/03/2019,3,1,2019,2,50,6.382978723,90,0,4,42,66.67,66,2,4,2
192,Mackay,Bowen,1/03/2019,3,1,2019,3,220,10,91,0,0,19,73.81,86,5,2,1
192,Mackay,Bowen,1/03/2019,3,1,2019,4,440,15.4855643,87,0,1,5,50,94,15,3,3
192,Mackay,Bowen,1/03/2019,3,1,2019,5,126,687.5,63,0,0,1,0,97,2,2,0
192,Mackay,Bowen,1/03/2019,3,1,2019,ALL,839,29.47530864,85,0,1,10,64.37,90,24,3,6
193,Townsville,Charters Towers,1/03/2019,3,1,2019,1,5,66.66666667,100,0,0,20,100,100,0,0,0
193,Townsville,Charters Towers,1/03/2019,3,1,2019,2,50,8.695652174,88,0,2,38,100,98,1,2,1
193,Townsville,Charters Towers,1/03/2019,3,1,2019,3,183,5.172413793,91,4,2,28,94.12,93,4,2,4
193,Townsville,Charters Towers,1/03/2019,3,1,2019,4,338,5.956112853,87,6,0,9,86.21,96,12,4,1
193,Townsville,Charters Towers,1/03/2019,3,1,2019,5,357,10.18518519,59,12,0,2,71.43,99,22,6,1
193,Townsville,Charters Towers,1/03/2019,3,1,2019,ALL,933,7.736720554,77,6,1,11,91.59,97,39,4,7
196,Townsville,Ingham,1/03/2019,3,1,2019,1,5,66.66666667,80,0,0,20,100,80,0,0,0
196,Townsville,Ingham,1/03/2019,3,1,2019,2,59,11.32075472,93,0,2,44,88.46,90,0,0,1
196,Townsville,Ingham,1/03/2019,3,1,2019,3,190,-12.8440367,96,0,0,39,80,87,0,0,0
196,Townsville,Ingham,1/03/2019,3,1,2019,4,173,-13.93034826,95,0,2,17,62.07,91,1,1,3
196,Townsville,Ingham,1/03/2019,3,1,2019,5,220,1.382488479,74,1,0,12,88.46,99,8,4,0
196,Townsville,Ingham,1/03/2019,3,1,2019,ALL,647,-6.502890173,88,0,1,24,79.62,92,9,1,4
197,Townsville,Joyce Palmer,1/03/2019,3,1,2019,1,1,0,100,0,0,0,0,100,0,0,0
197,Townsville,Joyce Palmer,1/03/2019,3,1,2019,2,35,52.17391304,77,4,6,34,83.33,69,0,0,2
197,Townsville,Joyce Palmer,1/03/2019,3,1,2019,3,120,-35.82887701,81,5,2,26,100,94,11,9,3
197,Townsville,Joyce Palmer,1/03/2019,3,1,2019,4,179,7.185628743,83,9,2,8,85.71,94,16,9,4
197,Townsville,Joyce Palmer,1/03/2019,3,1,2019,5,290,-10.49382716,63,7,0,3,66.67,98,8,3,1
197,Townsville,Joyce Palmer,1/03/2019,3,1,2019,ALL,625,-10.96866097,73,7,2,11,89.39,95,35,6,10
200,Townsville,Townsville,1/03/2019,3,1,2019,1,76,-3.797468354,96,0,3,82,53.23,50,0,0,2
200,Townsville,Townsville,1/03/2019,3,1,2019,2,901,13.0489335,62,8,2,57,46.62,52,0,0,14
200,Townsville,Townsville,1/03/2019,3,1,2019,3,3553,9.559050262,58,25,2,38,44.15,64,70,2,67
200,Townsville,Townsville,1/03/2019,3,1,2019,4,3186,11.86797753,69,31,2,19,47.46,79,163,5,71
200,Townsville,Townsville,1/03/2019,3,1,2019,5,200,34.22818792,80,20,3,5,60,96,13,6,6
200,Townsville,Townsville,1/03/2019,3,1,2019,ALL,7916,11.24227094,64,24,2,32,45.71,69,246,3,160
201,Metro North,Royal & Women's,1/03/2019,3,1,2019,1,68,6.25,96,0,0,81,70.91,72,0,0,0
201,Metro North,Royal & Women's,1/03/2019,3,1,2019,2,1326,30.89832182,65,7,3,65,43.76,51,8,1,40
201,Metro North,Royal & Women's,1/03/2019,3,1,2019,3,2645,-8.159722222,65,21,3,47,48.64,61,35,1,83
201,Metro North,Royal & Women's,1/03/2019,3,1,2019,4,2441,3.519932146,85,24,4,25,41.79,72,66,3,92
201,Metro North,Royal & Women's,1/03/2019,3,1,2019,5,779,39.35599284,89,26,4,9,57.35,85,46,6,32
201,Metro North,Royal & Women's,1/03/2019,3,1,2019,ALL,7259,5.600814664,74,19,3,39,46.35,65,155,2,247
202,Childrens Health Queensland,Queensland Children's,1/03/2019,3,1,2019,1,47,38.23529412,96,0,0,87,53.66,51,0,0,0
202,Childrens Health Queensland,Queensland Children's,1/03/2019,3,1,2019,2,1045,-11.29032258,86,8,0,52,52.21,63,0,0,0
202,Childrens Health Queensland,Queensland Children's,1/03/2019,3,1,2019,3,2212,-3.448275862,59,23,0,30,53.58,77,23,1,2
202,Childrens Health Queensland,Queensland Children's,1/03/2019,3,1,2019,4,2932,2.949438202,71,33,0,11,47.74,86,59,2,0
202,Childrens Health Queensland,Queensland Children's,1/03/2019,3,1,2019,5,306,35.39823009,84,37,0,2,42.86,93,9,3,0
202,Childrens Health Queensland,Queensland Children's,1/03/2019,3,1,2019,ALL,6542,-0.532157519,70,22,0,24,51.91,79,91,1,2
211,Cairns and Hinterland,Atherton,1/03/2019,3,1,2019,1,6,-14.28571429,100,0,17,50,100,100,0,0,1
211,Cairns and Hinterland,Atherton,1/03/2019,3,1,2019,2,101,-0.980392157,66,7,1,51,71.15,67,0,0,1
211,Cairns and Hinterland,Atherton,1/03/2019,3,1,2019,3,448,-1.321585903,63,25,1,32,63.38,79,4,1,4
211,Cairns and Hinterland,Atherton,1/03/2019,3,1,2019,4,729,27.22513089,61,33,0,10,62.5,91,51,7,2
211,Cairns and Hinterland,Atherton,1/03/2019,3,1,2019,5,296,-8.641975309,57,18,0,1,66.67,95,24,8,1
211,Cairns and Hinterland,Atherton,1/03/2019,3,1,2019,ALL,1580,8.219178082,62,25,1,17,65.07,87,79,5,9
212,Cairns and Hinterland,Babinda,1/03/2019,3,1,2019,1,1,0,100,0,0,0,0,100,0,0,0
212,Cairns and Hinterland,Babinda,1/03/2019,3,1,2019,2,26,0,100,0,0,38,90,88,0,0,0
212,Cairns and Hinterland,Babinda,1/03/2019,3,1,2019,3,53,0,89,0,0,30,87.5,91,1,2,0
212,Cairns and Hinterland,Babinda,1/03/2019,3,1,2019,4,138,0,90,0,0,12,64.71,88,9,7,0
212,Cairns and Hinterland,Babinda,1/03/2019,3,1,2019,5,113,0,81,0,0,15,100,96,2,2,0
212,Cairns and Hinterland,Babinda,1/03/2019,3,1,2019,ALL,331,0,88,0,0,18,85,92,12,4,0
213,Torres and Cape,Bamaga,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
213,Torres and Cape,Bamaga,1/03/2019,3,1,2019,2,13,116.6666667,100,1,0,62,100,100,0,0,0
213,Torres and Cape,Bamaga,1/03/2019,3,1,2019,3,50,35.13513514,96,1,0,50,100,100,0,0,0
213,Torres and Cape,Bamaga,1/03/2019,3,1,2019,4,268,61.44578313,93,4,0,8,100,99,13,5,0
213,Torres and Cape,Bamaga,1/03/2019,3,1,2019,5,271,-5.902777778,78,2,0,1,100,100,17,6,1
213,Torres and Cape,Bamaga,1/03/2019,3,1,2019,ALL,602,21.12676056,87,3,0,10,100,99,30,5,1
214,Cairns and Hinterland,Cairns,1/03/2019,3,1,2019,1,145,9.022556391,97,0,0,86,48.8,54,0,0,0
214,Cairns and Hinterland,Cairns,1/03/2019,3,1,2019,2,1254,1.951219512,72,7,2,60,31.56,41,0,0,19
214,Cairns and Hinterland,Cairns,1/03/2019,3,1,2019,3,2903,6.963890936,71,16,3,45,27.89,51,81,3,84
214,Cairns and Hinterland,Cairns,1/03/2019,3,1,2019,4,2169,12.73388773,71,25,5,25,32.65,68,139,6,98
214,Cairns and Hinterland,Cairns,1/03/2019,3,1,2019,5,316,33.33333333,76,31,9,7,36.36,84,43,14,27
214,Cairns and Hinterland,Cairns,1/03/2019,3,1,2019,ALL,6787,8.800897724,72,15,3,40,30.85,56,263,4,228
216,Torres and Cape,Cooktown,1/03/2019,3,1,2019,1,2,100,100,0,0,0,0,50,0,0,0
216,Torres and Cape,Cooktown,1/03/2019,3,1,2019,2,30,57.89473684,100,0,0,50,80,77,0,0,0
216,Torres and Cape,Cooktown,1/03/2019,3,1,2019,3,100,29.87012987,98,0,2,44,90.91,90,1,1,2
216,Torres and Cape,Cooktown,1/03/2019,3,1,2019,4,183,12.26993865,97,0,1,15,88.89,93,4,2,1
216,Torres and Cape,Cooktown,1/03/2019,3,1,2019,5,209,18.07909605,82,0,0,4,100,98,17,8,0
216,Torres and Cape,Cooktown,1/03/2019,3,1,2019,ALL,524,19.90846682,91,0,1,18,89.47,93,22,4,3
222,Cairns and Hinterland,Innisfail,1/03/2019,3,1,2019,1,6,100,83,0,0,67,75,83,0,0,0
222,Cairns and Hinterland,Innisfail,1/03/2019,3,1,2019,2,135,29.80769231,79,2,0,75,69.31,75,0,0,0
222,Cairns and Hinterland,Innisfail,1/03/2019,3,1,2019,3,386,-14.22222222,67,15,1,41,67.52,81,10,3,5
222,Cairns and Hinterland,Innisfail,1/03/2019,3,1,2019,4,525,-3.669724771,64,28,4,13,61.43,89,39,7,23
222,Cairns and Hinterland,Innisfail,1/03/2019,3,1,2019,5,330,1.851851852,54,20,3,13,83.33,92,28,8,10
222,Cairns and Hinterland,Innisfail,1/03/2019,3,1,2019,ALL,1382,-3.085553997,64,17,3,27,68.72,86,77,6,38
223,Cairns and Hinterland,Mareeba,1/03/2019,3,1,2019,1,7,-12.5,100,0,0,57,50,71,0,0,0
223,Cairns and Hinterland,Mareeba,1/03/2019,3,1,2019,2,203,10.92896175,82,6,0,34,66.67,77,1,0,1
223,Cairns and Hinterland,Mareeba,1/03/2019,3,1,2019,3,594,14.23076923,75,19,1,18,71.03,89,2,0,6
223,Cairns and Hinterland,Mareeba,1/03/2019,3,1,2019,4,769,1.317523057,79,29,1,5,71.43,95,17,2,10
223,Cairns and Hinterland,Mareeba,1/03/2019,3,1,2019,5,570,-29.28039702,69,24,3,0,100,98,20,4,15
223,Cairns and Hinterland,Mareeba,1/03/2019,3,1,2019,ALL,2143,-5.843585237,75,21,1,10,69.44,93,40,2,32
224,Cairns and Hinterland,Mossman,1/03/2019,3,1,2019,1,5,0,100,0,0,40,50,40,0,0,0
224,Cairns and Hinterland,Mossman,1/03/2019,3,1,2019,2,112,0,76,4,1,50,35.71,56,0,0,1
224,Cairns and Hinterland,Mossman,1/03/2019,3,1,2019,3,255,0,80,8,0,35,31.11,66,9,4,0
224,Cairns and Hinterland,Mossman,1/03/2019,3,1,2019,4,323,0,72,22,0,8,30.77,82,22,7,1
224,Cairns and Hinterland,Mossman,1/03/2019,3,1,2019,5,340,0,49,18,0,4,73.33,95,19,6,0
224,Cairns and Hinterland,Mossman,1/03/2019,3,1,2019,ALL,1035,0,67,14,0,18,35.98,79,50,5,2
226,Torres and Cape,Thursday Island,1/03/2019,3,1,2019,1,1,-66.66666667,100,0,0,100,100,100,0,0,0
226,Torres and Cape,Thursday Island,1/03/2019,3,1,2019,2,36,-12.19512195,100,0,0,56,75,81,0,0,0
226,Torres and Cape,Thursday Island,1/03/2019,3,1,2019,3,88,33.33333333,98,3,1,35,87.1,93,1,1,1
226,Torres and Cape,Thursday Island,1/03/2019,3,1,2019,4,134,-13.5483871,98,5,0,8,90.91,97,1,1,0
226,Torres and Cape,Thursday Island,1/03/2019,3,1,2019,5,176,-25.73839662,84,3,0,5,100,98,0,0,0
226,Torres and Cape,Thursday Island,1/03/2019,3,1,2019,ALL,435,-13.34661355,92,3,0,16,85.92,95,2,0,1
227,Cairns and Hinterland,Tully,1/03/2019,3,1,2019,1,2,0,100,0,0,50,100,50,0,0,0
227,Cairns and Hinterland,Tully,1/03/2019,3,1,2019,2,94,0,98,0,1,30,92.86,96,1,1,1
227,Cairns and Hinterland,Tully,1/03/2019,3,1,2019,3,201,0,97,0,1,27,90.91,93,1,0,3
227,Cairns and Hinterland,Tully,1/03/2019,3,1,2019,4,225,0,67,0,0,4,75,95,9,4,0
227,Cairns and Hinterland,Tully,1/03/2019,3,1,2019,5,205,0,10,0,0,1,50,99,2,1,0
227,Cairns and Hinterland,Tully,1/03/2019,3,1,2019,ALL,727,0,63,0,1,13,89.36,95,13,2,4
228,Torres and Cape,Weipa,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
228,Torres and Cape,Weipa,1/03/2019,3,1,2019,2,42,20,76,5,0,64,96.3,90,0,0,0
228,Torres and Cape,Weipa,1/03/2019,3,1,2019,3,123,46.42857143,81,15,1,34,88.1,92,0,0,1
228,Torres and Cape,Weipa,1/03/2019,3,1,2019,4,276,-28.31168831,75,30,1,7,85,93,8,3,3
228,Torres and Cape,Weipa,1/03/2019,3,1,2019,5,180,-5.263157895,81,36,0,1,100,96,8,4,0
228,Torres and Cape,Weipa,1/03/2019,3,1,2019,ALL,621,-10.64748201,78,24,1,15,90.11,93,16,3,4
229,Cairns and Hinterland,Yarrabah Emergency Service,1/03/2019,3,1,2019,1,3,0,100,0,0,0,0,67,0,0,0
229,Cairns and Hinterland,Yarrabah Emergency Service,1/03/2019,3,1,2019,2,84,0,100,0,1,0,0,92,0,0,1
229,Cairns and Hinterland,Yarrabah Emergency Service,1/03/2019,3,1,2019,3,126,0,99,0,2,0,0,94,0,0,3
229,Cairns and Hinterland,Yarrabah Emergency Service,1/03/2019,3,1,2019,4,176,0,99,0,1,0,0,99,1,1,1
229,Cairns and Hinterland,Yarrabah Emergency Service,1/03/2019,3,1,2019,5,144,0,77,0,0,0,0,100,0,0,0
229,Cairns and Hinterland,Yarrabah Emergency Service,1/03/2019,3,1,2019,ALL,533,0,93,0,1,0,0,97,1,0,5
243,North West,Cloncurry,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
243,North West,Cloncurry,1/03/2019,3,1,2019,2,9,-55,89,2,0,56,100,100,0,0,0
243,North West,Cloncurry,1/03/2019,3,1,2019,3,58,-37.6344086,93,4,2,47,96.3,95,0,0,1
243,North West,Cloncurry,1/03/2019,3,1,2019,4,157,22.65625,94,4,1,8,100,100,0,0,1
243,North West,Cloncurry,1/03/2019,3,1,2019,5,128,42.22222222,73,4,0,4,100,95,0,0,0
243,North West,Cloncurry,1/03/2019,3,1,2019,ALL,352,6.344410876,86,4,1,14,97.96,97,0,0,2
245,North West,Julia Creek,1/03/2019,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0
245,North West,Julia Creek,1/03/2019,3,1,2019,2,5,66.66666667,100,0,0,40,100,100,0,0,0
245,North West,Julia Creek,1/03/2019,3,1,2019,3,28,115.3846154,100,0,0,36,80,89,0,0,0
245,North West,Julia Creek,1/03/2019,3,1,2019,4,24,41.17647059,96,0,0,12,100,96,0,0,0
245,North West,Julia Creek,1/03/2019,3,1,2019,5,17,-81.31868132,82,0,0,0,0,100,0,0,0
245,North West,Julia Creek,1/03/2019,3,1,2019,ALL,74,-40.32258065,95,0,0,20,86.67,95,0,0,0
246,North West,Mount Isa,1/03/2019,3,1,2019,1,8,60,100,0,0,75,50,38,0,0,0
246,North West,Mount Isa,1/03/2019,3,1,2019,2,210,8.808290155,93,4,4,40,60.24,65,3,1,8
246,North West,Mount Isa,1/03/2019,3,1,2019,3,697,4.654654655,76,14,2,24,50.91,77,24,3,14
246,North West,Mount Isa,1/03/2019,3,1,2019,4,1391,26.91605839,64,33,1,8,44.74,88,146,10,17
246,North West,Mount Isa,1/03/2019,3,1,2019,5,321,-9.577464789,64,38,1,2,42.86,94,46,14,3
246,North West,Mount Isa,1/03/2019,3,1,2019,ALL,2627,13.47732181,69,23,2,14,50.93,84,219,8,42
247,North West,Normanton,1/03/2019,3,1,2019,1,2,0,50,5,0,50,100,100,0,0,0
247,North West,Normanton,1/03/2019,3,1,2019,2,13,160,100,0,0,54,100,100,0,0,0
247,North West,Normanton,1/03/2019,3,1,2019,3,59,9.259259259,98,0,0,54,93.75,97,0,0,0
247,North West,Normanton,1/03/2019,3,1,2019,4,96,-4,92,0,1,22,95.24,98,4,4,1
247,North West,Normanton,1/03/2019,3,1,2019,5,29,-62.82051282,76,0,0,3,100,100,1,3,0
247,North West,Normanton,1/03/2019,3,1,2019,ALL,199,-16.03375527,91,0,0,31,95.16,98,5,3,1
249,North West,Mornington Island,1/03/2019,3,1,2019,1,2,0,100,0,0,0,0,100,0,0,0
249,North West,Mornington Island,1/03/2019,3,1,2019,2,21,320,86,0,0,19,75,86,0,0,0
249,North West,Mornington Island,1/03/2019,3,1,2019,3,74,174.0740741,97,1,3,18,84.62,91,1,1,2
249,North West,Mornington Island,1/03/2019,3,1,2019,4,168,25.37313433,96,0,1,4,83.33,95,4,2,1
249,North West,Mornington Island,1/03/2019,3,1,2019,5,48,20,75,0,0,6,100,100,3,6,0
249,North West,Mornington Island,1/03/2019,3,1,2019,ALL,313,51.94174757,93,0,1,8,84.62,94,8,3,3
252,North West,Doomadgee,1/03/2019,3,1,2019,1,1,0,100,0,0,100,100,100,0,0,0
252,North West,Doomadgee,1/03/2019,3,1,2019,2,9,-10,89,0,11,11,0,67,0,0,1
252,North West,Doomadgee,1/03/2019,3,1,2019,3,51,50,94,0,6,24,100,98,0,0,3
252,North West,Doomadgee,1/03/2019,3,1,2019,4,184,-4.663212435,94,0,6,3,80,97,4,2,11
252,North West,Doomadgee,1/03/2019,3,1,2019,5,245,-19.14191419,82,0,0,0,100,98,4,2,0
252,North West,Doomadgee,1/03/2019,3,1,2019,ALL,490,-9.259259259,88,0,3,4,90,97,8,2,15
934,Gold Coast,Robina,1/03/2019,3,1,2019,1,22,-8.333333333,100,0,0,77,76.47,77,0,0,0
934,Gold Coast,Robina,1/03/2019,3,1,2019,2,797,-4.550898204,67,8,2,62,71.17,73,0,0,16
934,Gold Coast,Robina,1/03/2019,3,1,2019,3,2767,3.477935677,47,31,5,45,55.51,64,128,5,141
934,Gold Coast,Robina,1/03/2019,3,1,2019,4,1686,3.119266055,65,31,5,15,50.4,77,108,6,89
934,Gold Coast,Robina,1/03/2019,3,1,2019,5,93,6.896551724,83,15,2,4,75,90,9,10,2
934,Gold Coast,Robina,1/03/2019,3,1,2019,ALL,5365,2.093244529,56,25,5,37,58.96,70,245,5,248
936,Gold Coast,Gold Coast,1/03/2019,3,1,2019,1,153,-18.18181818,100,0,2,87,57.89,56,0,0,3
936,Gold Coast,Gold Coast,1/03/2019,3,1,2019,2,1921,15.44471154,43,14,1,66,61.29,65,15,1,20
936,Gold Coast,Gold Coast,1/03/2019,3,1,2019,3,5228,7.90505676,38,43,1,45,53.98,61,304,6,70
936,Gold Coast,Gold Coast,1/03/2019,3,1,2019,4,2565,2.558976409,54,44,1,16,52.23,75,242,9,30
936,Gold Coast,Gold Coast,1/03/2019,3,1,2019,5,259,48.85057471,68,31,1,8,85.71,85,44,17,3
936,Gold Coast,Gold Coast,1/03/2019,3,1,2019,ALL,10126,8.056770889,45,32,1,41,56.33,66,605,6,126
99999,,Queensland,1/03/2019,3,1,2019,1,1415,10.11673152,96,0,1,77,53.22,54,0,0,15
99999,,Queensland,1/03/2019,3,1,2019,2,26413,12.77967549,70,7,2,62,56.65,61,64,0,417
99999,,Queensland,1/03/2019,3,1,2019,3,73502,5.565369756,59,22,3,40,52.1,66,1888,3,1944
99999,,Queensland,1/03/2019,3,1,2019,4,60170,3.539655499,72,24,3,14,55.34,84,3002,5,1569
99999,,Queensland,1/03/2019,3,1,2019,5,17073,3.128964059,71,12,1,4,73.7,95,887,5,224
99999,,Queensland,1/03/2019,3,1,2019,ALL,178573,5.664497041,66,17,2,32,54.2,74,5841,3,4169
