Facility_Code,Health_Service,Facility_Name,Last_Month_In_QTR,Month,Quarter,Year,Triage_Category,Number_of_Attendances,Variation_Attendances_Percent,Patients_Seen_Within_Recommended_Times_Percent,Median_Waiting_Time_Minutes,Patients_Did_Not_Wait_For_Treatment_Percent,Patients_Admitted_From_ED_Percent,Admissions_To_Hospital_Within_4_Hours_Percent,ED_Stay_Within_4_Hours_Percent,Number_Left_After_Treatment_Commenced,Percent_Left_After_Treatment_Commenced,Number_Did_Not_Wait_For_Treatment
91,Darling Downs,Chinchilla,1/09/2024,9,3,2024,4,1017,16.9,94.8,6,3.5,6.9,88.6,95.6,2,0.2,36
91,Darling Downs,Chinchilla,1/09/2024,9,3,2024,5,1170,29.1,99,5,3,0.9,81.8,98.1,1,0.1,35
91,Darling Downs,Chinchilla,1/09/2024,9,3,2024,ALL,2787,20.4,94.6,5,2.8,9.7,87.8,95.3,8,0.3,77
92,Darling Downs,Dalby,1/09/2024,9,3,2024,1,10,-23.1,100,0,0,40,100,90,0,0,0
92,Darling Downs,Dalby,1/09/2024,9,3,2024,2,493,32.9,55.1,9,0.4,51.7,77.3,77.3,9,1.8,2
92,Darling Downs,Dalby,1/09/2024,9,3,2024,3,1521,17.8,53.1,28,1.8,27.7,71.5,81.5,10,0.7,27
92,Darling Downs,Dalby,1/09/2024,9,3,2024,4,1368,-12.2,57.8,48,9.3,7.5,73.5,87.9,3,0.2,127
92,Darling Downs,Dalby,1/09/2024,9,3,2024,5,546,5.2,78.6,40,12.8,2.6,57.1,91.6,0,0,70
92,Darling Downs,Dalby,1/09/2024,9,3,2024,ALL,3938,5,58,29,5.7,20.2,73.5,84.6,22,0.6,226
93,Darling Downs,Goondiwindi,1/09/2024,9,3,2024,1,5,-28.6,100,0,0,40,50,60,0,0,0
93,Darling Downs,Goondiwindi,1/09/2024,9,3,2024,2,140,-2.1,88.5,0,0.7,51.4,75,78.6,3,2.1,1
93,Darling Downs,Goondiwindi,1/09/2024,9,3,2024,3,572,10.4,90.3,6,1.6,32.5,75.8,85.1,7,1.2,9
93,Darling Downs,Goondiwindi,1/09/2024,9,3,2024,4,1682,46.3,90.4,14,4,4.3,68.1,93.6,6,0.4,68
93,Darling Downs,Goondiwindi,1/09/2024,9,3,2024,5,646,-31.7,98.6,14,8.5,0.8,80,96.6,0,0,55
93,Darling Downs,Goondiwindi,1/09/2024,9,3,2024,ALL,3045,10.2,91.6,11,4.4,11.1,73.9,91.9,16,0.5,133
95,Darling Downs,Jandowae,1/09/2024,9,3,2024,1,2,100,100,0,0,50,100,100,0,0,0
95,Darling Downs,Jandowae,1/09/2024,9,3,2024,2,28,40,96.2,0,0,32.1,100,92.9,0,0,0
95,Darling Downs,Jandowae,1/09/2024,9,3,2024,3,101,-9.8,97,0,0,32.7,84.8,93.1,0,0,0
95,Darling Downs,Jandowae,1/09/2024,9,3,2024,4,263,82.6,96.7,0,0.4,3,100,98.9,0,0,1
95,Darling Downs,Jandowae,1/09/2024,9,3,2024,5,212,5,100,0,0,4.2,100,99.1,0,0,0
95,Darling Downs,Jandowae,1/09/2024,9,3,2024,ALL,606,26.5,97.4,0,0.2,9.9,91.7,97.7,0,0,1
97,Darling Downs,Miles,1/09/2024,9,3,2024,1,0,0,0,0,0,0,0,0,0,0,0
97,Darling Downs,Miles,1/09/2024,9,3,2024,2,52,-11.9,90.4,0,0,53.8,100,96.2,0,0,0
97,Darling Downs,Miles,1/09/2024,9,3,2024,3,206,21.9,87.4,2,3.4,34.5,95.8,92.7,5,2.4,7
97,Darling Downs,Miles,1/09/2024,9,3,2024,4,376,25.8,91.7,5,1.6,12,97.8,95.2,3,0.8,6
97,Darling Downs,Miles,1/09/2024,9,3,2024,5,506,1,96.8,15,3.6,6.5,97,97.6,3,0.6,18
97,Darling Downs,Miles,1/09/2024,9,3,2024,ALL,1140,10.9,92.5,5,2.7,15.5,97.2,95.9,11,1,31
98,Darling Downs,Millmerran,1/09/2024,9,3,2024,1,4,-33.3,100,0,0,0,0,50,0,0,0
98,Darling Downs,Millmerran,1/09/2024,9,3,2024,2,78,-19.6,94.9,0,0,37.2,72.4,65.4,2,2.6,0
98,Darling Downs,Millmerran,1/09/2024,9,3,2024,3,214,2.4,91.9,0,0.5,17.3,91.9,84.6,2,0.9,1
98,Darling Downs,Millmerran,1/09/2024,9,3,2024,4,279,21.3,95.1,0,2.9,3.9,81.8,94.3,0,0,8
98,Darling Downs,Millmerran,1/09/2024,9,3,2024,5,176,89.2,100,0,1.1,0,0,100,0,0,2
98,Darling Downs,Millmerran,1/09/2024,9,3,2024,ALL,751,18.3,95,0,1.5,10.3,83.1,89.6,4,0.5,11
99,Darling Downs,Oakey,1/09/2024,9,3,2024,1,0,-100,0,0,0,0,0,0,0,0,0
99,Darling Downs,Oakey,1/09/2024,9,3,2024,2,31,24,90.3,0,0,25.8,100,90.3,0,0,0
99,Darling Downs,Oakey,1/09/2024,9,3,2024,3,243,10,89.3,5,0.4,11.1,96.3,93,2,0.8,1
99,Darling Downs,Oakey,1/09/2024,9,3,2024,4,338,-5.8,98.1,5,2.4,5.6,84.2,96.4,2,0.6,8
99,Darling Downs,Oakey,1/09/2024,9,3,2024,5,140,-19.5,99.2,10,2.1,0,0,100,1,0.7,3
99,Darling Downs,Oakey,1/09/2024,9,3,2024,ALL,752,-3.8,95,5,1.6,7.2,92.6,95.7,5,0.7,12
100,Darling Downs,Stanthorpe,1/09/2024,9,3,2024,1,3,-70,100,0,0,0,0,66.7,0,0,0
100,Darling Downs,Stanthorpe,1/09/2024,9,3,2024,2,325,37.1,83.3,2,0.6,40.9,70.7,75.4,2,0.6,2
100,Darling Downs,Stanthorpe,1/09/2024,9,3,2024,3,677,-2.6,82.5,5,3.8,23.6,66.9,81.8,2,0.3,26
100,Darling Downs,Stanthorpe,1/09/2024,9,3,2024,4,828,31.6,90.6,5,6.3,6.8,62.5,91.3,1,0.1,52
100,Darling Downs,Stanthorpe,1/09/2024,9,3,2024,5,434,-7.5,98.8,2,6,1.4,83.3,97.7,0,0,26
100,Darling Downs,Stanthorpe,1/09/2024,9,3,2024,ALL,2267,11.1,88.2,4,4.7,15.7,67.9,87.4,5,0.2,106
101,Darling Downs,Tara,1/09/2024,9,3,2024,1,4,300,100,0,0,25,100,100,0,0,0
101,Darling Downs,Tara,1/09/2024,9,3,2024,2,95,26.7,92.6,0,1.1,35.8,79.4,76.8,1,1.1,1
101,Darling Downs,Tara,1/09/2024,9,3,2024,3,269,23.4,93.5,0,2.2,22.3,86.7,92.6,4,1.5,6
101,Darling Downs,Tara,1/09/2024,9,3,2024,4,357,-7.5,96,0,2,7.6,85.2,95.2,0,0,7
101,Darling Downs,Tara,1/09/2024,9,3,2024,5,584,1.9,99.3,2,2.2,0.9,100,99,1,0.2,13
101,Darling Downs,Tara,1/09/2024,9,3,2024,ALL,1309,4.5,95.9,0,2.1,9.7,85,95,6,0.5,27
102,Darling Downs,Taroom,1/09/2024,9,3,2024,1,0,-100,0,0,0,0,0,0,0,0,0
102,Darling Downs,Taroom,1/09/2024,9,3,2024,2,23,27.8,90.9,0,4.3,47.8,100,87,0,0,1
102,Darling Downs,Taroom,1/09/2024,9,3,2024,3,52,30,94.2,0,0,40.4,90.5,92.3,0,0,0
102,Darling Downs,Taroom,1/09/2024,9,3,2024,4,114,25.3,100,0,0,14,100,100,0,0,0
102,Darling Downs,Taroom,1/09/2024,9,3,2024,5,357,-1.1,100,1,0,0.6,100,100,0,0,0
102,Darling Downs,Taroom,1/09/2024,9,3,2024,ALL,546,6.8,98.8,0,0.2,9.2,96,98.7,0,0,1
103,Darling Downs,Texas,1/09/2024,9,3,2024,1,1,0,100,0,0,0,0,0,0,0,0
103,Darling Downs,Texas,1/09/2024,9,3,2024,2,12,-20,91.7,0,0,33.3,75,50,0,0,0
103,Darling Downs,Texas,1/09/2024,9,3,2024,3,57,-10.9,87.5,0,1.8,28.1,81.3,68.4,1,1.8,1
103,Darling Downs,Texas,1/09/2024,9,3,2024,4,127,27,93.6,0,0.8,7.1,88.9,94.5,1,0.8,1
103,Darling Downs,Texas,1/09/2024,9,3,2024,5,214,50.7,99.2,0,1.9,0.5,0,98.6,0,0,4
103,Darling Downs,Texas,1/09/2024,9,3,2024,ALL,411,28,94.7,0,1.5,7.3,80,91.5,2,0.5,6
104,Darling Downs,Toowoomba,1/09/2024,9,3,2024,1,176,30.4,100,0,0,68.2,20.8,21.6,2,1.1,0
104,Darling Downs,Toowoomba,1/09/2024,9,3,2024,2,3584,-4.1,51.5,10,0.4,48.9,22.5,33.3,153,4.3,15
104,Darling Downs,Toowoomba,1/09/2024,9,3,2024,3,8574,-9.4,44.1,38,4,35.5,29.2,39.9,1192,13.9,341
104,Darling Downs,Toowoomba,1/09/2024,9,3,2024,4,2721,-15,61.5,43,7.1,13.4,28,60.9,451,16.6,193
104,Darling Downs,Toowoomba,1/09/2024,9,3,2024,5,312,-11.9,83.9,31,9.3,4.8,26.7,76.3,44,14.1,29
104,Darling Downs,Toowoomba,1/09/2024,9,3,2024,ALL,15367,-9,50.2,27,3.8,34.5,26.7,42.6,1842,12,578
105,Darling Downs,Warwick,1/09/2024,9,3,2024,1,32,45.5,100,0,0,50,56.3,50,1,3.1,0
105,Darling Downs,Warwick,1/09/2024,9,3,2024,2,804,10.4,40.6,13,0.4,55.2,54.1,56.2,7,0.9,3
105,Darling Downs,Warwick,1/09/2024,9,3,2024,3,1978,3.5,43.7,36,3.1,26.6,46.4,67.6,26,1.3,62
105,Darling Downs,Warwick,1/09/2024,9,3,2024,4,2278,1.1,52.9,55,10.4,5.6,37.5,82.1,18,0.8,238
105,Darling Downs,Warwick,1/09/2024,9,3,2024,5,555,-17.7,85.3,43,13.7,0.7,75,92.8,4,0.7,76
105,Darling Downs,Warwick,1/09/2024,9,3,2024,ALL,5647,1,50.7,36,6.7,19.8,48.7,74.2,56,1,379
106,Darling Downs,Wandoan,1/09/2024,9,3,2024,1,0,0,0,0,0,0,0,0,0,0,0
106,Darling Downs,Wandoan,1/09/2024,9,3,2024,2,0,-100,0,0,0,0,0,0,0,0,0
106,Darling Downs,Wandoan,1/09/2024,9,3,2024,3,5,66.7,100,0,0,0,0,100,0,0,0
106,Darling Downs,Wandoan,1/09/2024,9,3,2024,4,49,6.5,100,0,0,0,0,100,0,0,0
106,Darling Downs,Wandoan,1/09/2024,9,3,2024,5,253,25.2,100,0,0,0,0,99.2,0,0,0
106,Darling Downs,Wandoan,1/09/2024,9,3,2024,ALL,307,21.8,100,0,0,0,0,99.3,0,0,0
112,South West,Charleville,1/09/2024,9,3,2024,1,3,200,100,0,0,66.7,100,100,0,0,0
112,South West,Charleville,1/09/2024,9,3,2024,2,85,-26.7,100,0,0,47.1,85,82.4,2,2.4,0
112,South West,Charleville,1/09/2024,9,3,2024,3,344,-15.7,99.7,2,0.9,30.5,81,89,1,0.3,3
112,South West,Charleville,1/09/2024,9,3,2024,4,535,-2.6,100,2,0.7,10.3,83.6,95.3,2,0.4,4
112,South West,Charleville,1/09/2024,9,3,2024,5,159,-22.4,100,2,3.8,6.3,80,97.5,0,0,6
112,South West,Charleville,1/09/2024,9,3,2024,ALL,1126,-12,99.9,2,1.2,18.8,82.5,92.7,5,0.4,13
113,South West,Cunnamulla,1/09/2024,9,3,2024,1,1,-50,100,0,0,100,0,0,0,0,0
113,South West,Cunnamulla,1/09/2024,9,3,2024,2,31,34.8,100,0,16.1,22.6,71.4,83.9,0,0,5
113,South West,Cunnamulla,1/09/2024,9,3,2024,3,123,64,97.5,0,2.4,34.1,83.3,90.2,3,2.4,3
113,South West,Cunnamulla,1/09/2024,9,3,2024,4,158,18.8,99.3,0,1.9,7.6,75,94.9,3,1.9,3
113,South West,Cunnamulla,1/09/2024,9,3,2024,5,83,-2.4,98.7,0,1.2,3.6,100,98.8,1,1.2,1
113,South West,Cunnamulla,1/09/2024,9,3,2024,ALL,396,24.5,98.7,0,3,16.4,80,93.2,7,1.8,12
114,South West,Dirranbandi,1/09/2024,9,3,2024,1,2,0,100,0,0,50,100,100,0,0,0
114,South West,Dirranbandi,1/09/2024,9,3,2024,2,13,-35,100,0,0,23.1,33.3,38.5,0,0,0
114,South West,Dirranbandi,1/09/2024,9,3,2024,3,65,30,98.5,0,0,27.7,72.2,83.1,0,0,0
114,South West,Dirranbandi,1/09/2024,9,3,2024,4,92,-14.8,100,0,2.2,9.8,77.8,96.7,0,0,2
114,South West,Dirranbandi,1/09/2024,9,3,2024,5,75,23,100,0,4,1.3,100,98.7,0,0,3
114,South West,Dirranbandi,1/09/2024,9,3,2024,ALL,247,3.3,99.6,0,2,13,71.9,90.7,0,0,5
116,South West,Mitchell,1/09/2024,9,3,2024,1,0,-100,0,0,0,0,0,0,0,0,0
116,South West,Mitchell,1/09/2024,9,3,2024,2,50,47.1,100,0,0,54,100,100,1,2,0
116,South West,Mitchell,1/09/2024,9,3,2024,3,119,101.7,100,0,0,51.3,98.4,99.2,0,0,0
116,South West,Mitchell,1/09/2024,9,3,2024,4,139,41.8,99.2,0,2.9,16.5,95.7,98.6,0,0,4
116,South West,Mitchell,1/09/2024,9,3,2024,5,39,-61.8,100,0,2.6,5.1,100,100,0,0,1
116,South West,Mitchell,1/09/2024,9,3,2024,ALL,347,17.6,99.7,0,1.4,32.6,98.2,99.1,1,0.3,5
117,South West,Mungindi,1/09/2024,9,3,2024,1,0,0,0,0,0,0,0,0,0,0,0
117,South West,Mungindi,1/09/2024,9,3,2024,2,17,112.5,100,0,0,41.2,100,82.4,0,0,0
117,South West,Mungindi,1/09/2024,9,3,2024,3,48,11.6,93.8,0,0,4.2,50,60.4,1,2.1,0
117,South West,Mungindi,1/09/2024,9,3,2024,4,100,-2.9,99,0,2,6,83.3,89,2,2,2
117,South West,Mungindi,1/09/2024,9,3,2024,5,28,-34.9,100,2,0,0,0,100,0,0,0
117,South West,Mungindi,1/09/2024,9,3,2024,ALL,193,-2,97.9,0,1,7.8,86.7,82.9,3,1.6,2
118,South West,Quilpie,1/09/2024,9,3,2024,1,1,0,100,0,0,100,100,100,0,0,0
118,South West,Quilpie,1/09/2024,9,3,2024,2,14,-22.2,100,0,0,28.6,75,92.9,0,0,0
118,South West,Quilpie,1/09/2024,9,3,2024,3,52,92.6,100,0,0,28.8,93.3,96.2,1,1.9,0
118,South West,Quilpie,1/09/2024,9,3,2024,4,69,0,100,1,2.9,5.8,75,98.6,0,0,2
118,South West,Quilpie,1/09/2024,9,3,2024,5,52,36.8,100,0,1.9,3.8,50,98.1,0,0,1
118,South West,Quilpie,1/09/2024,9,3,2024,ALL,188,23.7,100,0,1.6,13.8,84.6,97.3,1,0.5,3
119,South West,Roma,1/09/2024,9,3,2024,1,5,-28.6,100,0,0,40,50,40,0,0,0
119,South West,Roma,1/09/2024,9,3,2024,2,277,-2.8,100,2,0.4,44,45.9,57,3,1.1,1
119,South West,Roma,1/09/2024,9,3,2024,3,799,-5.8,97.5,8,0.8,28.4,43.2,70.2,7,0.9,6
119,South West,Roma,1/09/2024,9,3,2024,4,1318,-2.1,96.1,15,6,7.2,51.6,86.3,12,0.9,79
119,South West,Roma,1/09/2024,9,3,2024,5,399,22,97.3,18,8,5,75,94.7,2,0.5,32
119,South West,Roma,1/09/2024,9,3,2024,ALL,2798,-0.5,97.1,10,4.2,16.7,47,79.9,24,0.9,118
120,South West,St George,1/09/2024,9,3,2024,1,6,500,100,0,0,100,100,100,0,0,0
120,South West,St George,1/09/2024,9,3,2024,2,65,16.1,98.5,0,0,35.4,100,93.8,0,0,0
120,South West,St George,1/09/2024,9,3,2024,3,243,8,97.5,2,0.4,33.7,93.9,96.3,1,0.4,1
120,South West,St George,1/09/2024,9,3,2024,4,562,-2.9,99.3,2,1.2,8,100,98.8,2,0.4,7
120,South West,St George,1/09/2024,9,3,2024,5,709,42.7,99.8,1,0.4,4.8,97.1,98.9,1,0.1,3
120,South West,St George,1/09/2024,9,3,2024,ALL,1585,16.7,99.2,2,0.7,12,96.8,98.2,4,0.3,11
121,South West,Surat,1/09/2024,9,3,2024,1,0,0,0,0,0,0,0,0,0,0,0
121,South West,Surat,1/09/2024,9,3,2024,2,12,-7.7,100,0,0,58.3,100,100,1,8.3,0
121,South West,Surat,1/09/2024,9,3,2024,3,30,-16.7,100,0,0,40,91.7,90,0,0,0
121,South West,Surat,1/09/2024,9,3,2024,4,74,-12.9,100,5,0,8.1,100,98.6,1,1.4,0
121,South West,Surat,1/09/2024,9,3,2024,5,84,50,100,2,2.4,0,0,97.6,1,1.2,2
121,South West,Surat,1/09/2024,9,3,2024,ALL,200,5.3,100,0,1,12.5,96,97,3,1.5,2
133,Central Queensland,Biloela,1/09/2024,9,3,2024,1,5,-37.5,100,0,0,0,0,60,0,0,0
133,Central Queensland,Biloela,1/09/2024,9,3,2024,2,203,16,62.3,5,2,37.4,75,71.9,3,1.5,4
133,Central Queensland,Biloela,1/09/2024,9,3,2024,3,599,21.5,70.5,12,3.5,13.7,59.8,77.6,11,1.8,21
133,Central Queensland,Biloela,1/09/2024,9,3,2024,4,827,15.7,85.7,13,5.1,5.3,72.7,93,7,0.8,42
133,Central Queensland,Biloela,1/09/2024,9,3,2024,5,396,-26.5,96.1,9,4.8,3.3,100,97,1,0.3,19
133,Central Queensland,Biloela,1/09/2024,9,3,2024,ALL,2030,5.2,79.7,11,4.2,10.6,70.2,87,22,1.1,86
134,Central Queensland,Blackwater,1/09/2024,9,3,2024,1,3,50,100,0,0,0,0,66.7,0,0,0
134,Central Queensland,Blackwater,1/09/2024,9,3,2024,2,186,59,86.5,0,0.5,8.1,66.7,69.9,13,7,1
134,Central Queensland,Blackwater,1/09/2024,9,3,2024,3,448,12.6,87,5,1.3,4.2,63.2,84.8,10,2.2,6
134,Central Queensland,Blackwater,1/09/2024,9,3,2024,4,915,21,94.1,7,2.7,0.8,57.1,97.8,7,0.8,25
134,Central Queensland,Blackwater,1/09/2024,9,3,2024,5,202,-30.3,97.8,5,2.5,1,100,98.5,0,0,5
134,Central Queensland,Blackwater,1/09/2024,9,3,2024,ALL,1754,12.2,91.8,5,2.1,2.5,65.1,91.6,30,1.7,37
135,Central Queensland,Emerald,1/09/2024,9,3,2024,1,22,37.5,100,0,0,50,72.7,50,0,0,0
135,Central Queensland,Emerald,1/09/2024,9,3,2024,2,452,0.9,76.7,5,0,41.2,53.2,57.5,4,0.9,0
135,Central Queensland,Emerald,1/09/2024,9,3,2024,3,1488,8.6,53.9,27,1.1,22,41.5,68.4,31,2.1,16
135,Central Queensland,Emerald,1/09/2024,9,3,2024,4,1904,4.4,51,59,8,4.4,43.4,76.9,74,3.9,153
135,Central Queensland,Emerald,1/09/2024,9,3,2024,5,396,-8.1,77.8,40,15.4,2,50,84.6,16,4,61
135,Central Queensland,Emerald,1/09/2024,9,3,2024,ALL,4262,4.3,57.3,31,5.4,14.5,45.9,72.5,125,2.9,230
136,Central Queensland,Gladstone,1/09/2024,9,3,2024,1,54,17.4,100,0,0,70.4,13.2,14.8,0,0,0
136,Central Queensland,Gladstone,1/09/2024,9,3,2024,2,1209,15.7,77.7,5,0.2,40.2,35.6,50,36,3,3
136,Central Queensland,Gladstone,1/09/2024,9,3,2024,3,3638,14.7,79.9,13,2.6,21.6,24.5,52.8,271,7.4,94
136,Central Queensland,Gladstone,1/09/2024,9,3,2024,4,4377,3.5,93,13,6.1,6.2,27,73.3,386,8.8,266
136,Central Queensland,Gladstone,1/09/2024,9,3,2024,5,483,-14.8,93.9,15,11.2,1.9,55.6,87.6,18,3.7,54
136,Central Queensland,Gladstone,1/09/2024,9,3,2024,ALL,9761,7.7,86.1,11,4.3,16.3,28.2,63.2,711,7.3,417
139,Central Queensland,Mount Morgan,1/09/2024,9,3,2024,1,5,150,100,0,0,20,100,100,0,0,0
139,Central Queensland,Mount Morgan,1/09/2024,9,3,2024,2,103,4,93.1,0,1,16.5,58.8,57.3,2,1.9,1
139,Central Queensland,Mount Morgan,1/09/2024,9,3,2024,3,341,-20.7,84.2,3,1.5,10.3,48.6,77.4,10,2.9,5
139,Central Queensland,Mount Morgan,1/09/2024,9,3,2024,4,374,11.6,94.4,5,4,1.6,50,90.1,4,1.1,15
139,Central Queensland,Mount Morgan,1/09/2024,9,3,2024,5,52,6.1,97.7,3,3.8,0,0,98.1,0,0,2
139,Central Queensland,Mount Morgan,1/09/2024,9,3,2024,ALL,875,-4.4,90.4,2,2.6,6.7,52.5,81.8,16,1.8,23
140,Central Queensland,Moura,1/09/2024,9,3,2024,1,1,0,100,0,0,0,0,100,0,0,0
140,Central Queensland,Moura,1/09/2024,9,3,2024,2,22,-53.2,100,0,0,27.3,83.3,86.4,2,9.1,0
140,Central Queensland,Moura,1/09/2024,9,3,2024,3,121,26,97.5,0,0,19,78.3,77.7,1,0.8,0
140,Central Queensland,Moura,1/09/2024,9,3,2024,4,202,45.3,100,0,1,3,83.3,95.5,3,1.5,2
140,Central Queensland,Moura,1/09/2024,9,3,2024,5,168,-40.2,100,0,1.2,0,0,98.8,0,0,2
140,Central Queensland,Moura,1/09/2024,9,3,2024,ALL,514,-8.9,99.3,0,0.8,6.8,80,92,6,1.2,4
141,Central Queensland,Rockhampton,1/09/2024,9,3,2024,1,125,38.9,100,0,0,64.8,29.6,28.8,2,1.6,0
141,Central Queensland,Rockhampton,1/09/2024,9,3,2024,2,2396,4.4,85.5,5,0.4,43.8,23.5,38.1,100,4.2,10
141,Central Queensland,Rockhampton,1/09/2024,9,3,2024,3,5810,-10.9,64.5,18,2.2,30.7,22.5,48.3,337,5.8,127
141,Central Queensland,Rockhampton,1/09/2024,9,3,2024,4,3888,-2.1,75.2,21,4.8,11.1,22,71.1,208,5.3,187
141,Central Queensland,Rockhampton,1/09/2024,9,3,2024,5,510,3,95.6,16,6.5,4.9,44,85.1,34,6.7,33
141,Central Queensland,Rockhampton,1/09/2024,9,3,2024,ALL,12729,-4.8,73.3,12,2.8,26.5,23.1,54.7,681,5.3,357
142,Central Queensland,Springsure,1/09/2024,9,3,2024,1,1,0,100,0,0,0,0,0,0,0,0
142,Central Queensland,Springsure,1/09/2024,9,3,2024,2,24,-14.3,91.7,0,0,20.8,100,79.2,0,0,0
142,Central Queensland,Springsure,1/09/2024,9,3,2024,3,112,55.6,95.5,0,0,24.1,77.8,83,3,2.7,0
142,Central Queensland,Springsure,1/09/2024,9,3,2024,4,146,37.7,97.1,0,0,10.3,80,94.5,0,0,0
142,Central Queensland,Springsure,1/09/2024,9,3,2024,5,205,13.3,100,0,0.5,0,0,99.5,0,0,1
142,Central Queensland,Springsure,1/09/2024,9,3,2024,ALL,488,26.1,97.2,0,0.2,9.6,80.9,93,3,0.6,1
144,Central Queensland,Capricorn Coast,1/09/2024,9,3,2024,1,14,75,100,0,0,28.6,25,28.6,0,0,0
144,Central Queensland,Capricorn Coast,1/09/2024,9,3,2024,2,641,45.4,77.2,4,1.2,12.6,33.3,38.8,30,4.7,8
144,Central Queensland,Capricorn Coast,1/09/2024,9,3,2024,3,1742,0.8,44.1,38,4.9,8.8,13,51.8,140,8,85
144,Central Queensland,Capricorn Coast,1/09/2024,9,3,2024,4,2036,2.8,65.8,32,10.4,2.5,17.6,77.3,122,6,211
144,Central Queensland,Capricorn Coast,1/09/2024,9,3,2024,5,343,15.9,89.3,17,10.2,0.6,50,90.4,9,2.6,35
144,Central Queensland,Capricorn Coast,1/09/2024,9,3,2024,ALL,4776,7.3,60.5,26,7.1,6.1,19.9,63.6,301,6.3,339
145,Central Queensland,Woorabinda,1/09/2024,9,3,2024,1,3,200,100,0,0,0,0,66.7,0,0,0
145,Central Queensland,Woorabinda,1/09/2024,9,3,2024,2,92,12.2,97.8,0,1.1,18.5,58.8,67.4,4,4.3,1
145,Central Queensland,Woorabinda,1/09/2024,9,3,2024,3,391,60.2,98.7,0,4.6,10,74.4,85.4,28,7.2,18
145,Central Queensland,Woorabinda,1/09/2024,9,3,2024,4,170,53.2,98.8,0,2.4,4.7,87.5,95.9,13,7.6,4
145,Central Queensland,Woorabinda,1/09/2024,9,3,2024,5,98,-51.7,100,0,5.1,0,0,94.9,1,1,5
145,Central Queensland,Woorabinda,1/09/2024,9,3,2024,ALL,754,17.6,98.7,0,3.7,8.5,71.9,86.7,46,6.1,28
152,Central West,Barcaldine,1/09/2024,9,3,2024,1,1,0,100,1,0,0,0,0,0,0,0
152,Central West,Barcaldine,1/09/2024,9,3,2024,2,45,12.5,93.3,0,0,44.4,75,80,1,2.2,0
152,Central West,Barcaldine,1/09/2024,9,3,2024,3,158,22.5,89.7,0,1.3,41.8,86.4,87.3,1,0.6,2
152,Central West,Barcaldine,1/09/2024,9,3,2024,4,221,-8.3,96.2,0,1.8,9,85,91,1,0.5,4
152,Central West,Barcaldine,1/09/2024,9,3,2024,5,103,-32.2,100,0,2.9,1,100,98.1,0,0,3
152,Central West,Barcaldine,1/09/2024,9,3,2024,ALL,528,-6.2,94.7,0,1.7,20.3,84.1,90.2,3,0.6,9
153,Central West,Blackall,1/09/2024,9,3,2024,1,1,-50,100,0,0,0,0,0,0,0,0
153,Central West,Blackall,1/09/2024,9,3,2024,2,42,223.1,95.1,0,0,52.4,95.5,90.5,0,0,0
153,Central West,Blackall,1/09/2024,9,3,2024,3,81,19.1,93.8,0,0,38.3,93.5,86.4,1,1.2,0
153,Central West,Blackall,1/09/2024,9,3,2024,4,197,21.6,98.9,0,2.5,10.2,85,94.4,1,0.5,5
153,Central West,Blackall,1/09/2024,9,3,2024,5,83,-31.4,100,0,2.4,9.6,100,100,0,0,2
153,Central West,Blackall,1/09/2024,9,3,2024,ALL,404,10.4,97.6,0,1.7,20,92.6,93.3,2,0.5,7
156,Central West,Longreach,1/09/2024,9,3,2024,1,2,100,100,0,0,50,100,100,0,0,0
156,Central West,Longreach,1/09/2024,9,3,2024,2,92,-7.1,95.7,0,0,44.6,75.6,75,0,0,0
156,Central West,Longreach,1/09/2024,9,3,2024,3,296,2.1,94.1,6,1.7,27.7,63.4,80.1,0,0,5
156,Central West,Longreach,1/09/2024,9,3,2024,4,575,11.9,92.5,17,4.7,5.4,67.7,88.7,0,0,27
156,Central West,Longreach,1/09/2024,9,3,2024,5,700,32.3,97.1,24,4.4,1.1,100,95.7,1,0.1,31
156,Central West,Longreach,1/09/2024,9,3,2024,ALL,1665,16.2,94.7,14,3.8,9.8,69.3,89.4,1,0.1,63
159,Central West,Winton,1/09/2024,9,3,2024,1,2,-33.3,100,0,0,50,0,50,0,0,0
159,Central West,Winton,1/09/2024,9,3,2024,2,36,-5.3,94.4,0,0,66.7,91.7,91.7,0,0,0
159,Central West,Winton,1/09/2024,9,3,2024,3,64,-20,98.4,0,1.6,37.5,95.8,96.9,0,0,1
159,Central West,Winton,1/09/2024,9,3,2024,4,134,-17.3,99.2,0,0,6.7,77.8,98.5,0,0,0
159,Central West,Winton,1/09/2024,9,3,2024,5,125,35.9,100,0,0,4,100,97.6,0,0,0
159,Central West,Winton,1/09/2024,9,3,2024,ALL,361,-3.7,98.9,0,0.3,17.5,90.5,97,0,0,1
171,Mackay,Clermont,1/09/2024,9,3,2024,1,11,120,90.9,0,0,54.5,50,54.5,0,0,0
171,Mackay,Clermont,1/09/2024,9,3,2024,2,64,-13.5,96.9,0,0,56.3,86.1,87.5,0,0,0
171,Mackay,Clermont,1/09/2024,9,3,2024,3,147,-35,95.2,0,1.4,28.6,81,86.4,0,0,2
171,Mackay,Clermont,1/09/2024,9,3,2024,4,252,-8.4,99.6,0,0,6,93.3,95.6,2,0.8,0
171,Mackay,Clermont,1/09/2024,9,3,2024,5,113,-47.9,100,0,0,4.4,80,98.2,0,0,0
171,Mackay,Clermont,1/09/2024,9,3,2024,ALL,587,-26.3,98,0,0.3,17.7,82.7,92.2,2,0.3,2
